Company_ID,Company_Name,Sectors,Trading_Codes,Scrip_Codes,Websites,Urls
DSE-1-8216,aamra networks limited,IT Sector,AAMRANET, 22649, http://www.aamra.com.bd,https://www.dsebd.org/displayCompany.php?name=AAMRANET
DSE-2-9128,aamra technologies limited,IT Sector,AAMRATECH, 22647, http://www.aamra.com.bd,https://www.dsebd.org/displayCompany.php?name=AAMRATECH
DSE-3-1079,AB Bank 1st Mutual fund,Mutual Funds,ABB1STMF, 12189, http://www.abb1stmf.com/,https://www.dsebd.org/displayCompany.php?name=ABB1STMF
DSE-4-2636,AB Bank Limited,Bank,ABBANK, 11101, http://www.abbl.com,https://www.dsebd.org/displayCompany.php?name=ABBANK
DSE-5-4764,AB Bank Perpetual Bond,Textile,ABBLPBOND, 17477, https://www.amancotton.com,https://www.dsebd.org/displayCompany.php?name=ACFL
DSE-6-8986,Aman Cotton Fibrous Limited,Pharmaceuticals & Chemicals,ACFL, 18455, http://www.aci-bd.com,https://www.dsebd.org/displayCompany.php?name=ACI
DSE-7-3101,ACI  Limited,Pharmaceuticals & Chemicals,ACI, 18480, http://www.aci-bd.com/acifl/,https://www.dsebd.org/displayCompany.php?name=ACIFORMULA
DSE-8-5328,ACI Formulations Limited,Pharmaceuticals & Chemicals,ACIFORMULA, 18491, http://www.acmeglobal.com,https://www.dsebd.org/displayCompany.php?name=ACMELAB
DSE-9-4457,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,ACMELAB, 18496, http://www.acmepesticides.com,https://www.dsebd.org/displayCompany.php?name=ACMEPL
DSE-10-2149,ACME Pesticides Limited,Pharmaceuticals & Chemicals,ACMEPL, 18483, http://www.afchem.com,https://www.dsebd.org/displayCompany.php?name=ACTIVEFINE
DSE-11-3037,Active Fine Chemicals Limited,IT Sector,ACTIVEFINE, 22651, http://www.adntel.com.bd,https://www.dsebd.org/displayCompany.php?name=ADNTEL
DSE-12-7292,ADN Telecom Limited,Pharmaceuticals & Chemicals,ADNTEL, 18492, http://www.adventpharmabd.com,https://www.dsebd.org/displayCompany.php?name=ADVENT
DSE-13-2810,Advent Pharma Limited,Pharmaceuticals & Chemicals,ADVENT, 18489, http://www.afcagrobiotech.com,https://www.dsebd.org/displayCompany.php?name=AFCAGRO
DSE-14-3585,AFC Agro Biotech Ltd.,Engineering,AFCAGRO, 13201, http://aftabautomobiles.com,https://www.dsebd.org/displayCompany.php?name=AFTABAUTO
DSE-15-1778,Aftab Automobiles Limited,IT Sector,AFTABAUTO, 22645, http://www.agni.com,https://www.dsebd.org/displayCompany.php?name=AGNISYSL
DSE-16-3847,Agni Systems Ltd.,Insurance,AGNISYSL, 25722, http://www.agraniinsurance.com,https://www.dsebd.org/displayCompany.php?name=AGRANINS
DSE-17-4680,Agrani Insurance Co. Ltd.,Mutual Funds,AGRANINS, 12183, http://www.lrglobalbd.com,https://www.dsebd.org/displayCompany.php?name=AIBL1STIMF
DSE-18-2238,AIBL 1st Islamic Mutual Fund,Corporate Bond,AIBL1STIMF, 26005, http://www.al-arafahbank.com,https://www.dsebd.org/displayCompany.php?name=AIBLPBOND
DSE-19-8308,AIBL Mudaraba Perpetual Bond,Textile,AIBLPBOND, 17436, http://ail.com.bd,https://www.dsebd.org/displayCompany.php?name=AIL
DSE-20-3744,Alif Industries Limited,Textile,AIL, 17401, http://www.alhajtextilemills.com,https://www.dsebd.org/displayCompany.php?name=AL-HAJTEX
DSE-21-3355,Al-Haj Textile Mills Limited,Bank,AL-HAJTEX, 11115, http://www.aibl.com.bd,https://www.dsebd.org/displayCompany.php?name=ALARABANK
DSE-22-1706,Al-Arafah Islami Bank Ltd,Textile,ALARABANK, 17444, http://amcl.com.bd,https://www.dsebd.org/displayCompany.php?name=ALIF
DSE-23-6145,Alif Manufacturing Company Ltd.,Textile,ALIF, 17440, http://www.alltexbd.com,https://www.dsebd.org/displayCompany.php?name=ALLTEX
DSE-24-9209,Alltex Industries Ltd.,Miscellaneous,ALLTEX, 99641, http://www.amanfeed.com,https://www.dsebd.org/displayCompany.php?name=AMANFEED
DSE-25-8398,Aman Feed Limited,Pharmaceuticals & Chemicals,AMANFEED, 18451, http://www.ambeepharma.com,https://www.dsebd.org/displayCompany.php?name=AMBEEPHA
DSE-26-9888,Ambee Pharmaceuticals  Ltd.,Food & Allied,AMBEEPHA, 14277, https://www.amclpran.com/,https://www.dsebd.org/displayCompany.php?name=AMCL(PRAN)
DSE-27-7619,Agricultural Marketing Company Ltd. (Pran,Textile,AMCL(PRAN), 17441, http://www.anlima.com,https://www.dsebd.org/displayCompany.php?name=ANLIMAYARN
DSE-28-7767,Anlimayarn Dyeing Ltd.,Engineering,ANLIMAYARN, 13221, http://www.anwargalvanizing.com,https://www.dsebd.org/displayCompany.php?name=ANWARGALV
DSE-29-2905,Anwar Galvanizing Ltd.,Fuel & Power,ANWARGALV, 15321, http://www.associatedoxygenltd.com,https://www.dsebd.org/displayCompany.php?name=AOL
DSE-30-3926,Associated Oxygen Limited,Food & Allied,AOL, 14254, http://www.apexfoods.com,https://www.dsebd.org/displayCompany.php?name=APEXFOODS
DSE-31-1842,Apex Foods Limited,Tannery Industries,APEXFOODS, 23619, http://www.apexfootwearltd.com,https://www.dsebd.org/displayCompany.php?name=APEXFOOT
DSE-32-8534,Apex Footwear Limited.,Textile,APEXFOOT, 17421, http://www.apexknitting.com,https://www.dsebd.org/displayCompany.php?name=APEXSPINN
DSE-33-1218,Apex Spinning & Knitting Mills Limited,Tannery Industries,APEXSPINN, 23601, http://www.apextannery.com,https://www.dsebd.org/displayCompany.php?name=APEXTANRY
DSE-34-6769,Apex Tannery Limited,Engineering,APEXTANRY, 13233, ,https://www.dsebd.org/displayCompany.php?name=APOLOISPAT
DSE-35-4477,Appollo Ispat Complex Limited,Corporate Bond,APOLOISPAT, 26004, http://www.apscl.gov.bd,https://www.dsebd.org/displayCompany.php?name=APSCLBOND
DSE-36-9581,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Miscellaneous,APSCLBOND, 99602, http://www.aramitlimited.com,https://www.dsebd.org/displayCompany.php?name=ARAMIT
DSE-37-8220,Aramit Limited,Cement,ARAMIT, 21633, http://www.aramitcement.com,https://www.dsebd.org/displayCompany.php?name=ARAMITCEM
DSE-38-4016,Aramit Cement Limited,Textile,ARAMITCEM, 17456, http://www.argondenims.com,https://www.dsebd.org/displayCompany.php?name=ARGONDENIM
DSE-39-8925,Argon Denims Limited,Insurance,ARGONDENIM, 25740, http://www.asiainsurancebd.com,https://www.dsebd.org/displayCompany.php?name=ASIAINS
DSE-40-1052,Asia Insurance Limited,Insurance,ASIAINS, 25729, http://www.apgicl.com,https://www.dsebd.org/displayCompany.php?name=ASIAPACINS
DSE-41-8368,Asia Pacific General Insurance Co. Ltd.,Mutual Funds,ASIAPACINS, 12195, http://www.at-capital.com,https://www.dsebd.org/displayCompany.php?name=ATCSLGF
DSE-42-1250,Asian Tiger Sandhani Life Growth Fund,Engineering,ATCSLGF, 13212, http://www.atlas.gov.bd,https://www.dsebd.org/displayCompany.php?name=ATLASBANG
DSE-43-1325,Atlas Bangladesh Ltd.,Engineering,ATLASBANG, 13202, http://www.azizpipes.com,https://www.dsebd.org/displayCompany.php?name=AZIZPIPES
DSE-44-5427,Aziz Pipes Ltd.,Food & Allied,AZIZPIPES, 14257, http://www.bangas.com.bd,https://www.dsebd.org/displayCompany.php?name=BANGAS
DSE-45-8949,Bangas Ltd.,Bank,BANGAS, 11127, http://www.bankasia-bd.com,https://www.dsebd.org/displayCompany.php?name=BANKASIA
DSE-46-9346,Bank Asia Ltd.,Fuel & Power,BANKASIA, 15313, http://www.barakapower.com,https://www.dsebd.org/displayCompany.php?name=BARKAPOWER
DSE-47-2060,Baraka Power Limited,Tannery Industries,BARKAPOWER, 23603, http://www.batabd.com,https://www.dsebd.org/displayCompany.php?name=BATASHOE
DSE-48-4898,Bata Shoe Company (Bangladesh,Food & Allied,BATASHOE, 14259, http://www.batbangladesh.com,https://www.dsebd.org/displayCompany.php?name=BATBC
DSE-49-1999,British American Tobacco Bangladesh Company Limited,Financial Institutions,BATBC, 11148, http://www.blilbd.com,https://www.dsebd.org/displayCompany.php?name=BAYLEASING
DSE-50-9315,Bay Leasing & Investment Limited,Engineering,BAYLEASING, 13232, http://www.bbspeb.com,https://www.dsebd.org/displayCompany.php?name=BBS
DSE-51-9825,Bangladesh Building Systems Ltd.,Engineering,BBS, 13242, http://www.bbscables.com.bd,https://www.dsebd.org/displayCompany.php?name=BBSCABLES
DSE-52-6386,BBS Cables Limited,Engineering,BBSCABLES, 13213, http://www.bdautocars.com/,https://www.dsebd.org/displayCompany.php?name=BDAUTOCA
DSE-53-6509,Bangladesh Autocars Ltd.,IT Sector,BDAUTOCA, 22643, http://www.bdcom.com,https://www.dsebd.org/displayCompany.php?name=BDCOM
DSE-54-7470,BDCOM Online Ltd.,Financial Institutions,BDCOM, 11142, http://www.bd.finance,https://www.dsebd.org/displayCompany.php?name=BDFINANCE
DSE-55-1400,Bangladesh Finance Limited,Engineering,BDFINANCE, 13204, http://www.bll.com.bd,https://www.dsebd.org/displayCompany.php?name=BDLAMPS
DSE-56-2086,Bangladesh Lamps Limited,Travel & Leisure,BDLAMPS, 20552, http://www.bsl.gov.bd,https://www.dsebd.org/displayCompany.php?name=BDSERVICE
DSE-57-5536,Bangladesh Services Ltd.,Engineering,BDSERVICE, 13219, http://www.btaalu.com,https://www.dsebd.org/displayCompany.php?name=BDTHAI
DSE-58-6384,Bd.Thai Aluminium Ltd.,Food & Allied,BDTHAI, 14297, http://www.btfbl.com,https://www.dsebd.org/displayCompany.php?name=BDTHAIFOOD
DSE-59-8594,BD Thai Food & Beverage Limited,Fuel & Power,BDTHAIFOOD, 15305, http://www.bwelbd.com,https://www.dsebd.org/displayCompany.php?name=BDWELDING
DSE-60-4901,Bangladesh Welding Electrodes Ltd.,Food & Allied,BDWELDING, 14291, http://bhlbd.net,https://www.dsebd.org/displayCompany.php?name=BEACHHATCH
DSE-61-7294,Beach Hatchery Ltd.,Pharmaceuticals & Chemicals,BEACHHATCH, 18482, http://www.beaconpharma.com.bd,https://www.dsebd.org/displayCompany.php?name=BEACONPHAR
DSE-62-5549,Beacon Pharmaceuticals PLC,Engineering,BEACONPHAR, 13231, http://www.windsor.bengalgroup.com,https://www.dsebd.org/displayCompany.php?name=BENGALWTL
DSE-63-9682,Bengal Windsor Thermoplastics Ltd.,Miscellaneous,BENGALWTL, 99638, https://www.bergerbd.com,https://www.dsebd.org/displayCompany.php?name=BERGERPBL
DSE-64-5613,Berger Paints Bangladesh Ltd.,Corporate Bond,BERGERPBL, 26008, ,https://www.dsebd.org/displayCompany.php?name=BEXGSUKUK
DSE-65-2535,Beximco Green Sukuk Al Istisna'a,Miscellaneous,BEXGSUKUK, 99613, http://www.beximco.com,https://www.dsebd.org/displayCompany.php?name=BEXIMCO
DSE-66-4157,Bangladesh Export Import Company Ltd.,Insurance,BEXIMCO, 25701, http://www.bgicinsure.com,https://www.dsebd.org/displayCompany.php?name=BGIC
DSE-67-4577,Bangladesh General Insurance Company Ltd.,Financial Institutions,BGIC, 11136, http://www.bifcol.com,https://www.dsebd.org/displayCompany.php?name=BIFC
DSE-68-1586,Bangladesh Industrial Fin. Co. Ltd.,Insurance,BIFC, 25747, http://www.bnicl.net,https://www.dsebd.org/displayCompany.php?name=BNICL
DSE-69-3757,Bangladesh National Insurance Company Limited,Paper & Printing,BNICL, 19512, http://www.bashundharapapermills.com,https://www.dsebd.org/displayCompany.php?name=BPML
DSE-70-7862,Bashundhara Paper Mills Limited,Fuel & Power,BPML, 15324, http://www.bpplbd.com,https://www.dsebd.org/displayCompany.php?name=BPPL
DSE-71-2759,Baraka Patenga Power Limited,Bank,BPPL, 11138, http://www.bracbank.com,https://www.dsebd.org/displayCompany.php?name=BRACBANK
DSE-72-3331,BRAC Bank Ltd.,Miscellaneous,BRACBANK, 99604, http://www.bsc.gov.bd,https://www.dsebd.org/displayCompany.php?name=BSC
DSE-73-9645,Bangladesh Shipping Corporation,Telecommunication,BSC, 27002, http://www.bsccl.com.bd,https://www.dsebd.org/displayCompany.php?name=BSCCL
DSE-74-3730,Bangladesh Submarine Cable Company Limited,Engineering,BSCCL, 13238, http://www.bsrm.com,https://www.dsebd.org/displayCompany.php?name=BSRMLTD
DSE-75-7780,Bangladesh Steel Re-Rolling Mills Limited,Engineering,BSRMLTD, 13227, http://www.bsrm.com,https://www.dsebd.org/displayCompany.php?name=BSRMSTEEL
DSE-76-7252,BSRM Steels Limited,Pharmaceuticals & Chemicals,BSRMSTEEL, 18453, http://www.beximcopharma.com,https://www.dsebd.org/displayCompany.php?name=BXPHARMA
DSE-77-7929,Beximco Pharmaceuticals Ltd.,Pharmaceuticals & Chemicals,BXPHARMA, 18470, http://www.beximcosynthetics.com,https://www.dsebd.org/displayCompany.php?name=BXSYNTH
DSE-78-7153,Beximco Synthetics Ltd.,Mutual Funds,BXSYNTH, 12199, http://www.capmbd.com,https://www.dsebd.org/displayCompany.php?name=CAPMBDBLMF
DSE-79-8132,CAPM BDBL Mutual Fund 01,Mutual Funds,CAPMBDBLMF, 12202, http://www.capmbd.com,https://www.dsebd.org/displayCompany.php?name=CAPMIBBLMF
DSE-80-8021,CAPM IBBL Islamic Mutual Fund,Corporate Bond,CAPMIBBLMF, 26011, ,https://www.dsebd.org/displayCompany.php?name=CBLPBOND
DSE-81-8873,City Bank Perpetual Bond,Insurance,CBLPBOND, 25709, http://www.cicl-bd.com,https://www.dsebd.org/displayCompany.php?name=CENTRALINS
DSE-82-8248,Central Insurance Company Ltd.,Pharmaceuticals & Chemicals,CENTRALINS, 18488, http://www.centralphl.com,https://www.dsebd.org/displayCompany.php?name=CENTRALPHL
DSE-83-7588,Central Pharmaceuticals Limited,Bank,CENTRALPHL, 11102, http://www.thecitybank.com,https://www.dsebd.org/displayCompany.php?name=CITYBANK
DSE-84-8076,The City Bank Ltd.,Insurance,CITYBANK, 25734, http://www.cityinsurance.com.bd,https://www.dsebd.org/displayCompany.php?name=CITYGENINS
DSE-85-4476,City General Insurance Co. Ltd.,Insurance,CITYGENINS, 25755, http://www.charteredlifebd.com,https://www.dsebd.org/displayCompany.php?name=CLICL
DSE-86-3713,Chartered Life Insurance Company Limited,Textile,CLICL, 17465, ,https://www.dsebd.org/displayCompany.php?name=CNATEX
DSE-87-9554,C & A Textiles Limited,Cement,CNATEX, 21621, http://www.confidencecement.com.bd,https://www.dsebd.org/displayCompany.php?name=CONFIDCEM
DSE-88-4831,Confidence Cement Ltd.,Insurance,CONFIDCEM, 25735, http://www.cilbd.com,https://www.dsebd.org/displayCompany.php?name=CONTININS
DSE-89-7138,Continental Insurance Ltd.,Engineering,CONTININS, 13247, http://www.coppertechbd.com,https://www.dsebd.org/displayCompany.php?name=COPPERTECH
DSE-90-8875,Coppertech Industries Limited,Cement,COPPERTECH, 21644, http://www.crowncement.com,https://www.dsebd.org/displayCompany.php?name=CROWNCEMNT
DSE-91-2517,Crown Cement PLC.,Insurance,CROWNCEMNT, 25749, https://www.ciclbd.com/,https://www.dsebd.org/displayCompany.php?name=CRYSTALINS
DSE-92-6000,Crystal Insurance Company Limited,Fuel & Power,CRYSTALINS, 14269, http://www.cvopetro.com,https://www.dsebd.org/displayCompany.php?name=CVOPRL
DSE-93-4342,CVO Petrochemical Refinery Limited,Textile,CVOPRL, 17449, http://www.dacca-dyeing.com,https://www.dsebd.org/displayCompany.php?name=DACCADYE
DSE-94-8730,The Dacca Dyeing & Manufacturing Co.Ltd.,IT Sector,DACCADYE, 22646, https://daffodil-bd.com/,https://www.dsebd.org/displayCompany.php?name=DAFODILCOM
DSE-95-3548,Daffodil Computers Ltd.,Financial Institutions,DAFODILCOM, 20621, http://www.deltabrac.com,https://www.dsebd.org/displayCompany.php?name=DBH
DSE-96-6811,DBH Finance PLC.,Mutual Funds,DBH, 12174, http://www.lrglobalbd.com,https://www.dsebd.org/displayCompany.php?name=DBH1STMF
DSE-97-8097,DBH First Mutual Fund,Corporate Bond,DBH1STMF, 26012, ,https://www.dsebd.org/displayCompany.php?name=DBLPBOND
DSE-98-6884,Dhaka Bank Perpetual Bond,Debenture,DBLPBOND, 91633, ,https://www.dsebd.org/displayCompany.php?name=DEBARACEM
DSE-99-6874,Aramit Cement Ltd.(Deb-14%,Debenture,DEBARACEM, 91625, ,https://www.dsebd.org/displayCompany.php?name=DEBBDLUGG
DSE-100-8189,Bangladesh Luggage Ind. Ltd.(Deb-14%,Debenture,DEBBDLUGG, 91305, ,https://www.dsebd.org/displayCompany.php?name=DEBBDWELD
DSE-101-9416,BD Welding Electrodes Ltd.(Deb-15%,Debenture,DEBBDWELD, 91432, ,https://www.dsebd.org/displayCompany.php?name=DEBBDZIPP
DSE-102-7429,Bangladesh Zipper Ind. Ltd.(Deb-14%,Debenture,DEBBDZIPP, 91433, ,https://www.dsebd.org/displayCompany.php?name=DEBBXDENIM
DSE-103-7491,Beximco Denims Ltd.(Deb-14%,Debenture,DEBBXDENIM, 91273, ,https://www.dsebd.org/displayCompany.php?name=DEBBXFISH
DSE-104-6483,Beximco Fisheries Ltd.(Deb-14%,Debenture,DEBBXFISH, 91422, ,https://www.dsebd.org/displayCompany.php?name=DEBBXKNI
DSE-105-4752,Beximco Knitting Ltd.(Deb-14%,Debenture,DEBBXKNI, 91431, ,https://www.dsebd.org/displayCompany.php?name=DEBBXTEX
DSE-106-8621,Beximco Textiles Ltd.(Deb-14%,Insurance,DEBBXTEX, 25716, http://www.deltalife.org,https://www.dsebd.org/displayCompany.php?name=DELTALIFE
DSE-107-8005,Delta Life Insurance Company Ltd.,Textile,DELTALIFE, 17427, http://www.delta-spinners.com.,https://www.dsebd.org/displayCompany.php?name=DELTASPINN
DSE-108-6555,Delta Spinners Ltd.,Fuel & Power,DELTASPINN, 15307, http://www.desco.org.bd,https://www.dsebd.org/displayCompany.php?name=DESCO
DSE-109-8122,Dhaka Electric Supply Company Ltd.,Engineering,DESCO, 13229, http://www.deshbandhupolymer.com,https://www.dsebd.org/displayCompany.php?name=DESHBANDHU
DSE-110-6556,Deshbandhu Polymer Limited,Insurance,DESHBANDHU, 25750, http://www.deshinsurancebd.com,https://www.dsebd.org/displayCompany.php?name=DGIC
DSE-111-6498,Desh General Insurance Company Limited,Bank,DGIC, 11118, http://www.dhakabankltd.com,https://www.dsebd.org/displayCompany.php?name=DHAKABANK
DSE-112-4623,Dhaka Bank Ltd.,Insurance,DHAKABANK, 25744, http://www.dhakainsurancebd.com,https://www.dsebd.org/displayCompany.php?name=DHAKAINS
DSE-113-3967,Dhaka Insurance Limited,Engineering,DHAKAINS, 13249, http://www.dominage.net,https://www.dsebd.org/displayCompany.php?name=DOMINAGE
DSE-114-6784,Dominage Steel Building Systems Limited,Fuel & Power,DOMINAGE, 15319, http://www.doreenpower.com,https://www.dsebd.org/displayCompany.php?name=DOREENPWR
DSE-115-1510,Doreen Power Generations and Systems Limited,Textile,DOREENPWR, 17415, http://www.deshgroup.com/desh-garments-ltd.html,https://www.dsebd.org/displayCompany.php?name=DSHGARME
DSE-116-5573,Desh Garments Ltd.,Textile,DSHGARME, 17471, http://www.dsslbd.com,https://www.dsebd.org/displayCompany.php?name=DSSL
DSE-117-8233,Dragon Sweater and Spinning Limited,Textile,DSSL, 17416, http://www.dulamiabd.com,https://www.dsebd.org/displayCompany.php?name=DULAMIACOT
DSE-118-7055,Dulamia Cotton Spinning Mills Ltd.,Bank,DULAMIACOT, 11121, http://www.dutchbanglabank.com,https://www.dsebd.org/displayCompany.php?name=DUTCHBANGL
DSE-119-8277,Dutch-Bangla Bank Ltd.,Insurance,DUTCHBANGL, 25705, http://www.easterninsurancebd.com,https://www.dsebd.org/displayCompany.php?name=EASTERNINS
DSE-120-1734,Eastern Insurance Company Ltd.,Insurance,EASTERNINS, 25708, http://www.eastlandinsurance.com,https://www.dsebd.org/displayCompany.php?name=EASTLAND
DSE-121-5886,Eastland Insurance Company Ltd.,Fuel & Power,EASTLAND, 15303, http://www.elbl.gov.bd,https://www.dsebd.org/displayCompany.php?name=EASTRNLUB
DSE-122-1145,Eastern Lubricants Blenders Limited,Bank,EASTRNLUB, 11112, http://www.ebl.com.bd,https://www.dsebd.org/displayCompany.php?name=EBL
DSE-123-4139,Eastern Bank Ltd.,Mutual Funds,EBL, 12169, http://www.ebl1stmf.com/,https://www.dsebd.org/displayCompany.php?name=EBL1STMF
DSE-124-2646,EBL First Mutual Fund,Mutual Funds,EBL1STMF, 12186, http://www.eblnrbmf.com/,https://www.dsebd.org/displayCompany.php?name=EBLNRBMF
DSE-125-5816,EBL NRB Mutual Fund,Engineering,EBLNRBMF, 13206, http://www.easterncables.gov.bd,https://www.dsebd.org/displayCompany.php?name=ECABLES
DSE-126-2480,Eastern Cables Ltd.,IT Sector,ECABLES, 22652, http://www.egeneration.co,https://www.dsebd.org/displayCompany.php?name=EGEN
DSE-127-6429,eGeneration Limited,Services & Real Estate,EGEN, 20620, http://www.easternhousing.com,https://www.dsebd.org/displayCompany.php?name=EHL
DSE-128-8806,Eastern Housing Limited,Insurance,EHL, 25748, http://www.eilbd.com,https://www.dsebd.org/displayCompany.php?name=EIL
DSE-129-9330,Express Insurance Limited,Food & Allied,EIL, 14295, http://www.spondonoil.com,https://www.dsebd.org/displayCompany.php?name=EMERALDOIL
DSE-130-5697,Emerald Oil Industries Ltd.,Textile,EMERALDOIL, 17455, http://www.envoytextiles.com,https://www.dsebd.org/displayCompany.php?name=ENVOYTEX
DSE-131-9372,Envoy Textiles Limited,Fuel & Power,ENVOYTEX, 15322, http://www.energypac.com,https://www.dsebd.org/displayCompany.php?name=EPGL
DSE-132-3538,Energypac Power Generation Limited,Textile,EPGL, 17481, http://www.esquireknit.com,https://www.dsebd.org/displayCompany.php?name=ESQUIRENIT
DSE-133-2033,Esquire Knit Composite PLC,Textile,ESQUIRENIT, 17472, http://www.evincetextiles.com,https://www.dsebd.org/displayCompany.php?name=ETL
DSE-134-5901,Evince Textiles Limited,Mutual Funds,ETL, 12194, http://www.exim1stmf.com/,https://www.dsebd.org/displayCompany.php?name=EXIM1STMF
DSE-135-4778,EXIM Bank 1st Mutual Fund,Bank,EXIM1STMF, 11129, http://www.eximbankbd.com,https://www.dsebd.org/displayCompany.php?name=EXIMBANK
DSE-136-2424,Export Import (Exim,Textile,EXIMBANK, 17457, http://www.familytexbd.com,https://www.dsebd.org/displayCompany.php?name=FAMILYTEX
DSE-137-9032,Familytex (BD,Pharmaceuticals & Chemicals,FAMILYTEX, 18490, http://www.farchemicalbd.com,https://www.dsebd.org/displayCompany.php?name=FARCHEM
DSE-138-5087,Far Chemical Industries Limited,Financial Institutions,FARCHEM, 28023, http://www.ffilbd.com,https://www.dsebd.org/displayCompany.php?name=FAREASTFIN
DSE-139-7580,Fareast Finance & Investment Limited,Insurance,FAREASTFIN, 25725, http://www.fareastislamilife.com,https://www.dsebd.org/displayCompany.php?name=FAREASTLIF
